,tableId,rowIndex,issue_pri,issue_sec
280,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,281,Compaction,‐‐‐
281,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,282,"Erosion (wind, water)_2",‐‐‐
282,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,283,Weed concern_2,‐‐‐
283,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,284,Incomplete PCEM assessment,‐‐‐
284,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,285,"Erosion (wind, water)_1",‐‐‐
285,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,286,Weed concern_1,‐‐‐
286,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,287,"Erosion (wind, water)_1",‐‐‐
287,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,288,"Erosion (wind, water)_2",‐‐‐
288,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,289,Compaction,‐‐‐
289,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,290,Vegetation establishment_1,‐‐‐
290,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,291,Weed concern_1,‐‐‐
291,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,292,"Erosion (wind, water)_1",‐‐‐
292,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,293,Admixing_1,‐‐‐
293,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,294,Contouring_1,‐‐‐
294,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,295,"Erosion (wind, water)_1",‐‐‐
295,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,296,Vegetation establishment_1,‐‐‐
296,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,297,Compaction,‐‐‐
297,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,298,Vegetation establishment_1,‐‐‐
298,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,299,Vegetation establishment_1,‐‐‐
299,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,300,Vegetation establishment_1,‐‐‐
300,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,301,"Erosion (wind, water)_1",‐‐‐
301,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,302,Subsidence_1,‐‐‐
302,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,303,Site visit,‐‐‐
303,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,304,Contouring_1,‐‐‐
304,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,305,Vegetation establishment_1,‐‐‐
305,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,306,Vegetation establishment_1,‐‐‐
306,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,307,Contouring_2,‐‐‐
307,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,308,Vegetation establishment_1,Vegetation establishment_1
308,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,309,‐‐‐,Admixing_1
309,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,310,‐‐‐,Subsidence_1
310,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,311,"Erosion (wind, water)_1",‐‐‐
311,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,312,Vegetation establishment_1,‐‐‐
312,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,313,Vegetation establishment_1,‐‐‐
313,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,314,Rutting,‐‐‐
314,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,315,Compaction,‐‐‐
315,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,316,"Erosion (wind, water)_1",‐‐‐
316,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,317,Weed concern_1,‐‐‐
317,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,318,Vegetation establishment_1,‐‐‐
318,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,319,Vegetation establishment_2,‐‐‐
319,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,320,"Erosion (wind, water)_1",‐‐‐
320,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,321,Subsidence_2,‐‐‐
321,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,322,Vegetation establishment_1,‐‐‐
322,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,323,Vegetation establishment_2,‐‐‐
323,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,324,Contouring_1,‐‐‐
324,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,325,Subsidence_1,‐‐‐
325,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,326,Vegetation establishment_1,‐‐‐
326,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,327,Subsidence_1,Subsidence_1
327,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,328,Vegetation establishment_1,‐‐‐
328,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,329,Subsidence_1,‐‐‐
329,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,330,"Erosion (wind, water)_1",‐‐‐
330,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,331,Vegetation establishment_1,‐‐‐
331,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,332,Weed concern_2,‐‐‐
332,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,333,Subsidence_1,Subsidence_1
333,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,334,Subsidence_1,‐‐‐
334,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,335,Weed concern_1,‐‐‐
335,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,336,Compaction,‐‐‐
336,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,337,Contouring_1,‐‐‐
337,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,338,Vegetation establishment_1,‐‐‐
338,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,339,Weed concern_1,‐‐‐
339,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,340,Vegetation establishment_1,‐‐‐
340,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,341,"Erosion (wind, water)_3",‐‐‐
341,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,342,Weed concern_1,‐‐‐
342,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,343,"Erosion (wind, water)_2",‐‐‐
343,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,344,Compaction_1,‐‐‐
344,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,345,Compaction_2,‐‐‐
345,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,346,"Erosion (wind, water)_3",‐‐‐
346,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,347,Weed concern_1,‐‐‐
347,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,348,Contouring_1,‐‐‐
348,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,349,‐‐‐,Subsidence_1
349,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,350,Vegetation establishment_1,‐‐‐
350,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,351,Subsidence_1,Subsidence_1
351,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,352,Subsidence_1,Subsidence_1
352,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,353,Vegetation establishment_1,‐‐‐
353,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,354,Subsidence_1,Subsidence_1
354,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,355,Vegetation establishment_1,‐‐‐
355,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,356,‐‐‐,Vegetation establishment_1
356,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,357,"Erosion (wind, water)_1",‐‐‐
357,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,358,Subsidence_1,‐‐‐
358,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,359,Vegetation establishment_1,‐‐‐
359,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,360,Subsidence_1,‐‐‐
360,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,361,Subsidence_2,‐‐‐
361,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,362,Subsidence_3,‐‐‐
362,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,363,Contouring_2,‐‐‐
363,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,364,Vegetation establishment_1,‐‐‐
364,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,365,"Erosion (wind, water)_1",‐‐‐
365,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,366,ESC,‐‐‐
366,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,367,Subsidence_1,‐‐‐
367,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,368,Vegetation establishment_1,‐‐‐
368,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,369,Vegetation establishment_1,‐‐‐
369,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,370,Vegetation establishment_1,‐‐‐
370,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,371,Admixing_1,‐‐‐
371,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,372,Subsidence_1,‐‐‐
372,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,373,Admixing_1,‐‐‐
373,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,374,Contouring_1,‐‐‐
374,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,375,Vegetation establishment_1,‐‐‐
375,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,376,‐‐‐,Contouring_2
376,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,377,Subsidence_1,‐‐‐
377,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,378,Vegetation establishment_1,‐‐‐
378,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,379,Weed concern_1,‐‐‐
379,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,380,‐‐‐,Contouring_1
380,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,381,Weed concern_1,‐‐‐
381,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,382,Weed concern_1,‐‐‐
382,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,383,Weed concern_1,‐‐‐
383,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,384,Subsidence_1,‐‐‐
384,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,385,Weed concern_1,Weed concern_1
385,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,386,Subsidence_1,‐‐‐
386,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,387,Weed concern_1,‐‐‐
387,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,388,Vegetation establishment_1,‐‐‐
388,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,389,"Erosion (wind, water)_1",‐‐‐
389,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,390,‐‐‐,Weed concern_1
390,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,391,Incomplete PCEM assessment,‐‐‐
391,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,392,Incomplete PCEM assessment,‐‐‐
392,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,393,Subsidence_1,‐‐‐
393,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,394,Weed concern_1,‐‐‐
394,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,395,Vegetation establishment_2,‐‐‐
395,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,396,"Erosion (wind, water)_1",‐‐‐
396,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,397,Vegetation establishment_1,‐‐‐
397,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,398,Vegetation establishment_1,‐‐‐
398,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,399,Subsidence_1,‐‐‐
399,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,400,Vegetation establishment_1,Vegetation establishment_1
400,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,401,Admixing_1,‐‐‐
401,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,402,Vegetation establishment_1,‐‐‐
402,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,403,Incomplete PCEM assessment,‐‐‐
403,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,404,Vegetation establishment_1,‐‐‐
404,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,405,Vegetation establishment_1,‐‐‐
405,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,406,Subsidence_1,‐‐‐
406,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,407,Vegetation establishment_1,‐‐‐
407,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,408,Vegetation establishment_2,‐‐‐
408,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,409,Weed concern_1,‐‐‐
409,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,410,Contouring_1,‐‐‐
410,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,411,Subsidence_1,‐‐‐
411,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,412,"Erosion (wind, water)_1",‐‐‐
412,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,413,Vegetation establishment_1,‐‐‐
413,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,414,Incomplete PCEM assessment,‐‐‐
414,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,415,"Erosion (wind, water)_1",‐‐‐
415,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,416,Weed concern_1,‐‐‐
416,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,417,Vegetation establishment_1,‐‐‐
417,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,418,Weed concern_1,‐‐‐
418,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,419,Contouring_1,‐‐‐
419,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,420,Vegetation establishment_1,‐‐‐
420,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,421,Seed mix/Land use,‐‐‐
421,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,422,Incomplete PCEM assessment,‐‐‐
422,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,423,Contouring_2,‐‐‐
423,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,424,"Erosion (wind, water)_1",‐‐‐
424,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,425,Vegetation establishment_1,‐‐‐
425,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,426,Vegetation establishment_1,‐‐‐
426,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,427,Vegetation establishment_1,‐‐‐
427,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,428,"Erosion (wind, water)_1",‐‐‐
428,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,429,Vegetation establishment_1,‐‐‐
429,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,430,Weed concern_1,Weed concern_1
430,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,431,Weed concern_1,Weed concern_1
431,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,432,"Erosion (wind, water)_1",‐‐‐
432,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,433,Vegetation establishment_1,‐‐‐
433,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,434,Contouring_1,‐‐‐
434,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,435,Vegetation establishment_1,‐‐‐
435,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,436,Vegetation establishment_1,‐‐‐
436,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,437,Weed concern_1,Weed concern_1
437,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,438,Admixing_1,‐‐‐
438,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,439,"Erosion (wind, water)_1",‐‐‐
439,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,440,Vegetation establishment_1,‐‐‐
440,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,441,Incomplete PCEM assessment,‐‐‐
441,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,442,Incomplete PCEM assessment,‐‐‐
442,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,443,Weed concern_1,‐‐‐
443,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,444,‐‐‐,Vegetation establishment_1
444,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,445,"Erosion (wind, water)_1",‐‐‐
445,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,446,Incomplete PCEM assessment,‐‐‐
446,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,447,"Erosion (wind, water)_1",‐‐‐
447,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,448,"Erosion (wind, water)_1",‐‐‐
448,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,449,Weed concern_2,‐‐‐
449,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,450,Vegetation establishment_1,‐‐‐
450,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,451,Vegetation establishment_2,‐‐‐
451,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,452,Contouring_1,‐‐‐
452,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,453,‐‐‐,Vegetation establishment_1
453,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,454,Contouring_2,‐‐‐
454,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,455,‐‐‐,Vegetation establishment_1
455,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,456,"Erosion (wind, water)_2",‐‐‐
456,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,457,"Erosion (wind, water)_1",‐‐‐
457,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,458,‐‐‐,Vegetation establishment_1
458,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,459,"Erosion (wind, water)_1",‐‐‐
459,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,460,Vegetation establishment_1,‐‐‐
460,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,461,Vegetation establishment_1,‐‐‐
461,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,462,Weed concern_1,‐‐‐
462,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,463,Vegetation establishment_1,‐‐‐
463,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,464,‐‐‐,Weed concern_1
464,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,465,Contouring_1,‐‐‐
465,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,466,"Erosion (wind, water)_1",‐‐‐
466,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,467,Weed concern_1,‐‐‐
467,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,468,Vegetation establishment_1,‐‐‐
468,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,469,Incomplete PCEM assessment,‐‐‐
469,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,470,Crowning_1,‐‐‐
470,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,471,Incomplete PCEM assessment,‐‐‐
471,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,472,"Erosion (wind, water)_1",‐‐‐
472,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,473,Incomplete PCEM assessment,‐‐‐
473,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,474,Weed concern_1,‐‐‐
474,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,475,Vegetation establishment_1,‐‐‐
475,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,476,Weed concern_1,‐‐‐
476,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,477,Subsidence_1,‐‐‐
477,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,478,Vegetation establishment_2,‐‐‐
478,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,479,Weed concern_1,‐‐‐
479,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,480,Subsidence_1,‐‐‐
480,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,481,Weed concern_1,‐‐‐
481,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,482,‐‐‐,Vegetation establishment_1
482,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,483,Weed concern_1,‐‐‐
483,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,484,Weed concern_1,‐‐‐
484,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,485,Weed concern_2,‐‐‐
485,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,486,Vegetation establishment_1,‐‐‐
486,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,487,Compaction,‐‐‐
487,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,488,Vegetation establishment_1,‐‐‐
488,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,489,Subsidence_1,‐‐‐
489,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,490,Vegetation establishment_1,‐‐‐
490,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,491,Subsidence_2,‐‐‐
491,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,492,‐‐‐,Contouring_1
492,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,493,Vegetation establishment_1,‐‐‐
493,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,494,Compaction_2,‐‐‐
494,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,495,Crowning_1,‐‐‐
495,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,496,‐‐‐,Subsidence_1
496,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,497,Vegetation establishment_1,‐‐‐
497,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,498,Subsidence_2,‐‐‐
498,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,499,Compaction,‐‐‐
499,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,500,Contouring_1,‐‐‐
500,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,501,Crowning_1,‐‐‐
501,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,502,Subsidence_1,‐‐‐
502,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,503,Weed concern_1,‐‐‐
503,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,504,"Erosion (wind, water)_1",‐‐‐
504,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,505,Vegetation establishment_1,‐‐‐
505,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,506,Vegetation establishment_1,‐‐‐
506,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,507,"Erosion (wind, water)_1",‐‐‐
507,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,508,Vegetation establishment_1,‐‐‐
508,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,509,Incomplete PCEM assessment,‐‐‐
509,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,510,Weed concern_2,‐‐‐
510,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,511,Vegetation establishment_1,‐‐‐
511,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,512,Vegetation establishment_1,‐‐‐
512,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,513,Weed concern_2,‐‐‐
513,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,514,Vegetation establishment_1,‐‐‐
514,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,515,Weed concern_2,‐‐‐
515,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,516,Vegetation establishment_1,‐‐‐
516,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,517,Crowning_1,‐‐‐
517,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,518,Weed concern_1,‐‐‐
518,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,519,Crowning_1,‐‐‐
519,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,520,‐‐‐,Vegetation establishment_1
520,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,521,Contouring_1,‐‐‐
521,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,522,Crowning_1,‐‐‐
522,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,523,Weed concern_1,‐‐‐
523,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,524,Crowning_1,‐‐‐
524,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,525,"Erosion (wind, water)_1",‐‐‐
525,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,526,Contouring_2,‐‐‐
526,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,527,Weed concern_1,‐‐‐
527,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,528,Weed concern_1,‐‐‐
528,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,529,Vegetation establishment_1,‐‐‐
529,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,530,Weed concern_2,‐‐‐
530,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,531,Crowning_1,‐‐‐
531,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,532,Weed concern_1,‐‐‐
532,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,533,Vegetation establishment_1,‐‐‐
533,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,534,Weed concern_1,‐‐‐
534,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,535,Vegetation establishment_1,‐‐‐
535,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,536,Weed concern_1,‐‐‐
536,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,537,Vegetation establishment_1,‐‐‐
537,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,538,Weed concern_2,‐‐‐
538,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,539,Vegetation establishment_1,‐‐‐
539,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,540,Weed concern_1,Weed concern_1
540,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,541,Admixing_1,‐‐‐
541,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,542,"Erosion (wind, water)_1",‐‐‐
542,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,543,Weed concern_1,‐‐‐
543,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,544,Vegetation establishment_1,‐‐‐
544,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,545,Weed concern_1,‐‐‐
545,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,546,Vegetation establishment_1,‐‐‐
546,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,547,"Erosion (wind, water)_1",‐‐‐
547,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,548,Vegetation establishment_2,‐‐‐
548,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,549,Compaction,‐‐‐
549,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,550,Vegetation establishment_1,‐‐‐
550,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,551,Subsidence_1,‐‐‐
551,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,552,Admixing_1,‐‐‐
552,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,553,Admixing_1,‐‐‐
553,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,554,Admixing_1,‐‐‐
554,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,555,Compaction,‐‐‐
555,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,556,Vegetation establishment_1,‐‐‐
556,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,557,Subsidence_1,‐‐‐
557,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,558,Weed concern_1,‐‐‐
558,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,559,Vegetation establishment_1,‐‐‐
559,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,560,ESC,‐‐‐
