tableId,rowIndex,locNo,landuseId
9476acc2-294a-4cd6-a952-8274aedb645a,92,1,16
9476acc2-294a-4cd6-a952-8274aedb645a,106,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,24,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,25,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,26,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,27,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,28,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,58,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,59,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,60,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,61,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,62,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,63,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,64,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,89,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,90,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,91,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,92,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,93,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,94,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,146,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,147,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,148,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,163,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,164,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,165,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,245,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,246,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,247,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,248,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,249,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,250,1,16
bdcc3529-ea0e-4131-9c0c-120b892452c4,251,1,16
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,16,2,16
cb197d7e-3ef6-4ee0-93d1-504c7286b580,14,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,3,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,16,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,68,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,69,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,70,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,71,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,72,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,73,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,74,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,76,1,16
d34119e6-e9e4-4201-b3dc-894605e208cf,77,1,16
f2ebd484-4ec2-4481-907d-17334ca4657f,119,1,16
f2ebd484-4ec2-4481-907d-17334ca4657f,120,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,2,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,3,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,4,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,5,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,6,1,16
f4db9fc5-3a73-499a-ab1e-ab643530ea99,23,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,24,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,25,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,26,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,27,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,28,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,29,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,30,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,31,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,32,1,16
fbaea550-e917-4460-a3ee-6424d495e68d,33,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,3,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,4,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,5,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,6,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,16,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,17,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,18,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,19,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,20,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,21,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,22,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,52,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,53,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,53,2,16
fdb3d057-943a-4fab-99ac-1f4eed471512,54,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,55,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,56,1,16
fdb3d057-943a-4fab-99ac-1f4eed471512,57,1,16
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,2,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,5,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,14,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,15,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,16,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,18,1,15
09a7c23e-1c94-42ab-bdec-d6fa8bd9b2de,19,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,2,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,3,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,4,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,5,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,6,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,7,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,8,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,9,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,10,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,11,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,12,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,13,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,14,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,15,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,16,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,17,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,18,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,19,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,19,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,20,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,20,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,21,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,21,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,22,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,23,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,24,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,25,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,26,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,27,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,28,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,29,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,30,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,31,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,32,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,33,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,34,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,35,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,36,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,38,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,39,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,40,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,41,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,42,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,43,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,44,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,45,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,46,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,47,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,48,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,49,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,50,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,51,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,52,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,53,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,54,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,55,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,56,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,57,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,58,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,59,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,60,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,64,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,65,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,66,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,67,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,68,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,69,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,70,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,71,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,72,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,73,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,74,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,75,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,76,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,77,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,78,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,79,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,80,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,81,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,82,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,83,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,84,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,85,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,86,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,87,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,88,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,89,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,90,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,91,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,92,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,93,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,94,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,95,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,96,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,97,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,102,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,103,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,108,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,109,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,110,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,111,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,112,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,113,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,113,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,114,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,114,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,115,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,115,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,116,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,116,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,117,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,117,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,118,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,118,2,15
0c200808-9563-467f-b74f-2d4b73c53fc4,119,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,120,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,121,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,122,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,123,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,124,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,125,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,126,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,127,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,128,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,129,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,130,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,131,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,132,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,133,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,134,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,135,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,136,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,137,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,138,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,139,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,140,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,141,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,142,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,143,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,144,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,145,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,146,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,147,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,148,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,149,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,151,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,152,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,153,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,154,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,155,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,156,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,157,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,158,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,159,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,160,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,161,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,162,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,163,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,164,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,165,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,166,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,167,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,168,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,169,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,170,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,171,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,172,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,173,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,174,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,175,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,176,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,177,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,178,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,179,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,180,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,181,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,182,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,183,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,184,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,185,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,186,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,187,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,188,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,189,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,190,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,191,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,192,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,193,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,194,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,195,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,196,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,197,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,198,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,199,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,200,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,201,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,202,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,203,1,15
0c200808-9563-467f-b74f-2d4b73c53fc4,204,1,15
